representacion,clasificador,carga_train,carga_test,distancia_carga,fold,n_train,n_test,exactitud,f1_macro,f1_Normal,f1_IR,f1_B,f1_OR,segundos_ajuste,segundos_prediccion,en_comparacion
estadisticos,RandomForest,1,3,2,0,1178,311,0.9839228295819936,0.9827704625583,1.0,0.9787234042553192,0.9664429530201344,0.9859154929577464,1.2856666999869049,0.1111393999890424,True
estadisticos,RandomForest,1,3,2,1,1193,299,0.9665551839464884,0.9633477577451798,1.0,0.9645390070921984,0.9343065693430656,0.9545454545454546,1.325169299961999,0.1431050000246614,True
estadisticos,RandomForest,1,3,2,2,1194,294,0.9489795918367347,0.9435693451009464,1.0,0.9305555555555556,0.8818897637795275,0.9618320610687024,1.2843785000150092,0.250022699998226,True
estadisticos,RandomForest,1,3,2,3,1193,299,0.9765886287625418,0.9744034591362836,1.0,1.0,0.951048951048951,0.9465648854961832,1.284936599957291,0.1149341000127606,True
estadisticos,RandomForest,1,3,2,4,1198,291,0.979381443298969,0.977258801247772,1.0,0.96875,0.9705882352941176,0.9696969696969696,1.362300300039351,0.1178294999990612,True
estadisticos,RandomForest,2,0,2,0,1178,264,0.9053030303030304,0.91147243368835,1.0,0.979591836734694,0.8466257668711656,0.819672131147541,1.335367400024552,0.1190122999832965,True
estadisticos,RandomForest,2,0,2,1,1194,249,0.8955823293172691,0.902300216945526,1.0,0.9710144927536232,0.8311688311688312,0.8070175438596491,1.2801804000046104,0.1002887000213377,True
estadisticos,RandomForest,2,0,2,2,1192,249,0.8995983935742972,0.9026672842197035,0.9791666666666666,1.0,0.8387096774193549,0.7927927927927928,1.2610438999836333,0.1457348000258207,True
estadisticos,RandomForest,2,0,2,3,1194,249,0.8594377510040161,0.8725752508361204,1.0,0.9076923076923076,0.782608695652174,0.8,1.2764225999708287,0.1367607000283897,True
estadisticos,RandomForest,2,0,2,4,1198,244,0.9098360655737704,0.9142857142857144,1.0,1.0,0.8571428571428571,0.8,1.249251600005664,0.1245753999683074,True
estadisticos,RandomForest,2,1,1,0,1178,311,0.9967845659163987,0.9965276103207136,1.0,0.993006993006993,0.993103448275862,1.0,1.276250599999912,0.1325876000337302,True
estadisticos,RandomForest,2,1,1,1,1194,296,0.9864864864864864,0.985061315496098,1.0,0.9710144927536232,0.9692307692307692,1.0,1.259265200002119,0.1137706999434158,True
